year,player_name,team_name,class_year,position,p_gs,p_ip,p_so,p_bb,outs,adj_so9,adj_bb9,index
2014,"McCormick, Matt",LIU Brooklyn,Sr,Pitcher,9,68.1,36,19,205,3.87,2.07,-12.32
2014,"Giannonatti, Tyler",Ohio St,Sr,Pitcher,0,33.1,24,12,100,6.07,2.97,-12.44
2014,"Fuentes, Ryan",Alcorn,Sr,Pitcher,14,100,54,29,300,3.93,2.03,-12.67
2014,"Cole, Garrett",UMass Lowell,Sr,Pitcher,4,42.2,15,10,128,2.93,2.05,-12.75
2014,"Abrams, Alex",Furman,Sr,Infield,5,54,45,21,162,7.01,2.99,-12.89
2014,"Navari, Richie",Louisiana Tech,Sr,Pitcher,13,96.2,51,29,290,4.01,2.00,-12.91
2014,"Miller, Chad",La.-Monroe,Sr,Pitcher,9,60,31,18,180,4.09,1.96,-13.11
2014,"Schwartz, Kyle",Ark.-Pine Bluff,Sr,Pitcher,14,81.1,45,24,244,3.89,2.06,-13.13
2014,"Radziewski, Bryan",Miami (FL),Sr,Pitcher,16,100.2,111,49,302,9.10,3.96,-13.23
2014,"Archbold, Kevin",Albany (NY),Sr,Pitcher,10,61.1,62,27,184,8.83,3.06,-13.24
2014,"Paul, Kyle",Towson,Sr,Pitcher,1,45.1,27,15,136,4.96,2.02,-13.36
2014,"Hayward, Vaughn",Bryant,Sr,Pitcher,13,71,47,23,213,4.85,2.06,-13.39
2014,"Fryer, Neil",Siena,Sr,Pitcher,0,41,26,14,123,4.92,3.05,-13.73
2014,"Strawn, Jeremy",Fla. Atlantic,Sr,Pitcher,14,75.2,40,24,227,4.02,1.99,-13.82
2014,"Porter, John",Fordham,Sr,Pitcher,4,56.1,32,18,169,4.89,2.05,-13.97
2014,"Roberts, Corey",Charlotte,Sr,Pitcher,13,85.2,50,28,257,5.00,2.00,-13.98
2014,"Brockett, Ryan",St. Mary's (CA),Sr,Pitcher,14,93.2,67,36,281,6.10,2.95,-14.14
2014,"Ballantine, Ben",Michigan,Sr,Pitcher,11,53.1,46,23,160,7.09,2.96,-14.20
2014,"Hollis, Sean",Prairie View,Sr,Pitcher,0,44.2,25,14,134,4.86,2.06,-14.27
2014,"Morris, Matt",Wagner,Sr,Pitcher,13,78.2,34,22,236,2.97,2.02,-14.37
2014,"Moreau, Zach",Grambling,Sr,Pitcher,9,77.1,53,27,232,5.83,3.09,-14.40
2014,"Helms, A.J",Prairie View,Sr,Pitcher,12,65.1,45,23,196,5.83,3.09,-14.45
2014,"Buckley, Denis",Charleston So,Sr,Catcher,3,46,39,18,138,6.81,3.08,-14.54
2014,"Kinley, Jeff",Michigan St,Sr,Outfield,0,36.2,22,13,110,5.05,2.97,-14.55
2014,"McDonald, Travis",UALR,Sr,Pitcher,11,69,54,29,207,7.15,2.94,-14.75
2014,"de Gruy, Jacques",Furman,Sr,Pitcher,10,69,66,31,207,8.01,3.99,-14.88
2014,"Soja, Geoff",Niagara,Sr,Pitcher,0,50.2,31,17,152,4.90,3.06,-14.91
2014,"Smith, Dakota",Alabama A&M,Sr,Pitcher,5,34.1,19,11,103,3.91,2.04,-14.92
2014,"Hageman, Justin",Western Ky,Sr,Pitcher,14,95.2,68,38,287,6.09,2.96,-15.19
2014,"Steible, Ethan",UNC Asheville,Sr,Pitcher,8,60.1,25,18,181,2.98,2.01,-15.25
2014,"Isom, Cole",Evansville,Sr,Pitcher,14,79.2,36,24,239,3.97,2.02,-15.33
2014,"Crawford, Kyle",Pacific,Sr,Pitcher,2,52.1,18,15,157,3.06,1.96,-15.34
2014,"Huber, Robert",Duke,Sr,Pitcher,0,38.1,37,18,115,8.04,3.98,-15.66
2014,"Klever, Scott",Xavier,Sr,Pitcher,15,104.2,44,32,314,3.01,1.99,-15.81
2014,"Carver, David",Lamar,Sr,Pitcher,10,41.1,29,16,124,6.00,3.00,-16.01
2014,"Kennett, Kyle",Rider,Sr,Pitcher,12,74.2,32,22,224,2.92,2.06,-16.03
2014,"Glawe, James",San Jose St,Sr,Pitcher,0,41.1,18,13,124,3.06,1.96,-16.27
2014,"Gomez, Pepe",Oral Roberts,Sr,Pitcher,11,76,49,29,228,5.07,2.96,-16.31
2014,"Glanz, Gavin",Oral Roberts,Sr,Pitcher,14,82.2,50,31,248,5.07,2.96,-16.34
2014,"Cochran, Joe",Akron,Sr,Pitcher,4,38.1,31,16,115,6.93,3.03,-16.57
