year,player_name,team_name,class_year,position,p_gs,p_ip,p_so,p_bb,outs,adj_so9,adj_bb9,index
2013,"Pritcher, Austin",Citadel,Sr,Pitcher,16,99.1,80,38,298,7.11,2.95,-12.13
2013,"McArdle, Dean",Stanford,Sr,Pitcher,8,42.2,34,17,128,7.21,2.91,-12.32
2013,"Hagan, Sean",St. John's (NY),Sr,Pitcher,15,90.2,47,27,272,4.05,1.98,-12.52
2013,"Salter, Richie",Norfolk St,Sr,Pitcher,9,57.2,52,22,173,7.66,3.13,-12.55
2013,"McCallister, Matt",Portland,Sr,Pitcher,10,64.2,38,21,194,5.17,1.94,-12.56
2013,"Morgan, Kyler",Longwood,Sr,Pitcher,14,77.2,40,23,233,4.04,1.98,-12.61
2013,"Mitchell, Matt",Grambling,Sr,Pitcher,12,68.1,55,25,205,6.79,3.09,-12.62
2013,"McKenzie, Ethan",Central Ark,Sr,Pitcher,3,51.2,22,14,155,3.03,1.98,-12.68
2013,"Gordon, Hunter",Boston College,Sr,Pitcher,8,57.1,33,19,172,5.15,1.94,-12.68
2013,"Labitan, Clark",Virginia Tech,Sr,Pitcher,0,45.1,37,19,136,7.27,2.89,-12.76
2013,"Retz, Ryan",High Point,Sr,First Base,11,65.2,33,19,197,4.02,1.99,-12.82
2013,"Gunn, Adam",Utah Valley,Sr,Pitcher,14,82.1,58,29,247,5.88,3.06,-12.99
2013,"Duncan, David",Florida A&M,Sr,Pitcher,12,79.2,53,27,239,4.99,3.01,-13.09
2013,"Dollar, Stephen",Florida A&M,Sr,Pitcher,1,35.1,23,12,106,4.99,3.01,-13.09
2013,"Huffman, Blake",UALR,Sr,Pitcher,14,88,69,35,264,7.11,2.95,-13.10
2013,"May, Jackson",Savannah St,Sr,Pitcher,10,77,40,23,231,3.89,2.06,-13.17
2013,"Patrick, Danny",FGCU,Sr,Pitcher,2,40.1,30,15,121,5.98,3.01,-13.21
2013,"Smith, Zack",Southeast Mo. St,Sr,Pitcher,14,71.1,49,25,214,5.96,3.02,-13.31
2013,"Rinehart, Joel",Navy,Sr,Pitcher,0,41.2,25,13,125,4.85,2.06,-13.39
2013,"Biggs, Josh",Evansville,Sr,Pitcher,8,51.1,41,20,154,7.07,2.97,-13.43
2013,"Townsley, Sean",High Point,Sr,Pitcher,9,57.1,50,24,172,7.03,2.99,-13.72
2013,"Mott, Bob",San Francisco,Sr,Pitcher,1,35,20,12,105,5.13,2.93,-13.89
2013,"Hanse, Andrew",Iowa,Sr,Pitcher,7,46,32,17,138,6.13,2.94,-13.92
2013,"Knight, Dusten",Tex.-Pan American,Sr,Pitcher,13,78,96,39,234,10.72,4.11,-14.03
2013,"Morgan, Zach",Sacramento St,Sr,Pitcher,10,75.2,33,22,227,3.05,1.97,-14.41
2013,"Smorol, Rob",Rutgers,Sr,Pitcher,15,89.1,62,33,268,6.06,2.97,-14.49
2013,"Price, Nick",Tennessee Tech,Sr,Pitcher,4,51.1,46,22,154,7.93,3.03,-14.53
2013,"Koch, John",Arkansas St,Sr,Pitcher,4,68.1,62,31,205,8.17,3.92,-14.65
2013,"Rogers, Jared",Hofstra,Sr,Pitcher,9,37.1,18,12,112,4.02,1.99,-14.77
2013,"D'Errico, David",Hofstra,Sr,Pitcher,10,46.1,22,14,139,4.02,1.99,-14.78
2013,"Perkins, Tanner",Western Ky,Sr,Pitcher,12,63,51,26,189,7.13,2.94,-14.92
2013,"Moyer, Mike",Western Mich,Sr,Pitcher,14,74.1,48,27,223,5.00,3.00,-15.03
2013,"Blackburn, Heath",Florida A&M,Sr,Pitcher,13,64.1,37,22,193,4.99,3.01,-15.09
2013,"Danielczyk, Jonathan",Pittsburgh,Sr,Catcher,1,37.2,16,11,113,2.99,2.01,-15.11
2013,"Michaud, Joseph",Bryant,Sr,Pitcher,9,63,61,28,189,7.86,4.07,-15.17
2013,"Winkelman, Mark",Creighton,Sr,Pitcher,1,53.2,31,19,161,5.09,2.95,-15.22
2013,"Ashwander, Walton",Alabama A&M,Sr,Second Base,2,66.2,35,21,200,3.89,2.06,-15.22
2013,"Cox, Chris",USC Upstate,Sr,Pitcher,11,56.2,33,19,170,4.97,3.02,-15.23
2013,"Wolff, Sam",New Mexico,Sr,Pitcher,16,93,75,39,279,7.09,2.96,-15.30
2013,"Creel, Brandon",Sacramento St,Sr,Pitcher,0,55.1,29,19,166,4.06,2.95,-15.30
2013,"Barber, Brett",Ohio,Sr,Pitcher,1,57.2,52,25,173,7.95,3.02,-15.43
2013,"Delange, Kory",Nicholls St,Sr,Pitcher,14,92.1,62,35,277,6.07,2.97,-15.43
